,unlist_train_test_abstract_unique,concat_Lens ID_Train,Lens ID_Train,Count_Train,concat_Lens ID_Test,Lens ID_Test,Count_Test
2241,face,23115-384-194-385-151,115-384-194-385-151,1.0,23019-340-375-042-065,019-340-375-042-065,0.0
2242,time,23115-384-194-385-151,115-384-194-385-151,1.0,23019-340-375-042-065,019-340-375-042-065,0.0
2243,discuss,23115-384-194-385-151,115-384-194-385-151,1.0,23019-340-375-042-065,019-340-375-042-065,1.0
2244,accompani,23115-384-194-385-151,115-384-194-385-151,1.0,23019-340-375-042-065,019-340-375-042-065,0.0
2245,bibliographi,23115-384-194-385-151,115-384-194-385-151,1.0,23019-340-375-042-065,019-340-375-042-065,0.0
2246,recent,23115-384-194-385-151,115-384-194-385-151,1.0,23019-340-375-042-065,019-340-375-042-065,0.0
2247,describ,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2248,survey,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2249,analysi,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,2.0
2250,ten,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2251,year,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2252,period,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2253,1988,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2254,1998,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2255,data,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2256,drawn,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,2.0
2257,environ,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2258,encompass,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2259,public,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2260,confer,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2261,major,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,2.0
2262,bibiograph,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2263,select,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2264,find,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2265,reveal,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2266,minor,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2267,area,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2268,activ,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2269,identifi,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2270,conclus,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2271,strength,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2272,weak,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2273,taken,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2274,suggest,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2275,improv,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2276,made,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2277,view,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2278,futur,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2279,direct,23115-384-194-385-151,115-384-194-385-151,0.0,23019-340-375-042-065,019-340-375-042-065,1.0
2280,activ,24100-935-111-075-54X,100-935-111-075-54X,3.0,24036-751-873-254-266,036-751-873-254-266,2.0
2281,document,24100-935-111-075-54X,100-935-111-075-54X,3.0,24036-751-873-254-266,036-751-873-254-266,0.0
2282,descript,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2283,perform,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2284,databas,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2285,archiv,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2286,done,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2287,librarian,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2288,archivist,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2289,specialist,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,1.0
2290,comput,24100-935-111-075-54X,100-935-111-075-54X,2.0,24036-751-873-254-266,036-751-873-254-266,0.0
2291,algorithm,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2292,concern,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2293,natur,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2294,qualiti,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2295,process,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,3.0
2296,system,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,3.0
2297,represent,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2298,concept,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2299,exist,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2300,histor,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2301,theoret,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2302,theori,24100-935-111-075-54X,100-935-111-075-54X,2.0,24036-751-873-254-266,036-751-873-254-266,0.0
2303,relat,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2304,view,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2305,cognit,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2306,languag,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2307,social,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2308,tend,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2309,answer,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2310,question,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2311,profession,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,4.0
2312,often,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2313,concentr,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2314,appli,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,1.0
2315,new,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2316,technolog,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,2.0
2317,standard,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2318,seen,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2319,involv,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2320,interpret,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2321,analysi,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2322,mean,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2323,critic,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,1.0
2324,lack,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2325,substant,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2326,intellectu,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,4.0
2327,content,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2328,tradit,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2329,human,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2330,increasingli,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2331,challeng,24100-935-111-075-54X,100-935-111-075-54X,2.0,24036-751-873-254-266,036-751-873-254-266,0.0
2332,retriev,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2333,techniqu,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2334,appropri,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2335,investig,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2336,rel,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2337,contribut,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2338,current,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2339,make,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2340,imper,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2341,reconsid,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,0.0
2342,understand,24100-935-111-075-54X,100-935-111-075-54X,2.0,24036-751-873-254-266,036-751-873-254-266,1.0
2343,offer,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,1.0
2344,explicit,24100-935-111-075-54X,100-935-111-075-54X,1.0,24036-751-873-254-266,036-751-873-254-266,1.0
2345,govern,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,4.0
2346,potenti,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,4.0
2347,interdisciplinari,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2348,scientif,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2349,research,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2350,systemat,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2351,innov,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2352,transform,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2353,individu,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2354,experi,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,2.0
2355,servic,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2356,product,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2357,reach,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2358,strateg,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2359,goal,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2360,standpoint,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2361,repres,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2362,model,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,2.0
2363,form,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,2.0
2364,corpor,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2365,consid,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2366,structur,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2367,rather,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2368,valuabl,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2369,stage,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2370,definit,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2371,factor,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,4.0
2372,allow,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2373,constant,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2374,observ,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2375,behavior,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2376,trend,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2377,conduc,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2378,influenc,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2379,favor,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2380,chang,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2381,addit,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2382,presenc,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2383,manag,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2384,cmf,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2385,enabl,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2386,check,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2387,signific,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2388,compani,24100-935-111-075-54X,100-935-111-075-54X,0.0,24036-751-873-254-266,036-751-873-254-266,1.0
2389,graphic,25066-611-818-335-788,066-611-818-335-788,3.0,25092-264-638-820-590,092-264-638-820-590,0.0
2390,represent,25066-611-818-335-788,066-611-818-335-788,3.0,25092-264-638-820-590,092-264-638-820-590,0.0
2391,common,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,3.0
2392,technolog,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2393,engin,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2394,although,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2395,tool,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2396,could,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2397,appli,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2398,effect,25066-611-818-335-788,066-611-818-335-788,3.0,25092-264-638-820-590,092-264-638-820-590,0.0
2399,area,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2400,hardli,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,2.0
2401,known,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2402,complet,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2403,unheard,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2404,articl,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2405,aim,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2406,discuss,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2407,result,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2408,experiment,25066-611-818-335-788,066-611-818-335-788,4.0,25092-264-638-820-590,092-264-638-820-590,0.0
2409,carri,25066-611-818-335-788,066-611-818-335-788,2.0,25092-264-638-820-590,092-264-638-820-590,0.0
2410,research,25066-611-818-335-788,066-611-818-335-788,2.0,25092-264-638-820-590,092-264-638-820-590,0.0
2411,analysi,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,1.0
2412,problem,25066-611-818-335-788,066-611-818-335-788,3.0,25092-264-638-820-590,092-264-638-820-590,0.0
2413,solv,25066-611-818-335-788,066-611-818-335-788,2.0,25092-264-638-820-590,092-264-638-820-590,0.0
2414,health,25066-611-818-335-788,066-611-818-335-788,3.0,25092-264-638-820-590,092-264-638-820-590,0.0
2415,care,25066-611-818-335-788,066-611-818-335-788,2.0,25092-264-638-820-590,092-264-638-820-590,0.0
2416,sector,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2417,conceptu,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
2418,map,25066-611-818-335-788,066-611-818-335-788,2.0,25092-264-638-820-590,092-264-638-820-590,0.0
2419,petri,25066-611-818-335-788,066-611-818-335-788,2.0,25092-264-638-820-590,092-264-638-820-590,0.0
2420,net,25066-611-818-335-788,066-611-818-335-788,2.0,25092-264-638-820-590,092-264-638-820-590,0.0
2421,collabor,25066-611-818-335-788,066-611-818-335-788,1.0,25092-264-638-820-590,092-264-638-820-590,0.0
